"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ERCC-00145_st",1.81686186861111,7.13642977633333,4.64111433233808,0.00026892341880434,0.00788577391448584,0.536548347598983
"TC15001625.hg.1",1.86198927638889,3.39987659833333,4.63263343635389,0.000273663381928839,0.00792384987506773,0.519694389362929
"TC15001677.hg.1",1.86198927638889,3.39987659833333,4.63263343635389,0.000273663381928839,0.00792384987506773,0.519694389362929
"TC15001844.hg.1",1.86198927638889,3.39987659833333,4.63263343635389,0.000273663381928839,0.00792384987506773,0.519694389362929
"TC03001181.hg.1",1.90482788227778,5.31311579813333,4.62461405063475,0.000278223987726574,0.00797933724540103,0.503751666310177
"PSR06007469.hg.1",-2.03767435766667,11.2956155836,-4.62431383805323,0.000278396218997007,0.00798103111883169,0.503154725662204
"TC22001201.hg.1",1.53925499783333,4.9170355788,4.55447439852281,0.000321577542052714,0.00861368019932254,0.364073635866061
"TC15002670.hg.1",-1.52862753783333,4.54795944653333,-4.49795419680776,0.000361498319045024,0.0091716324066659,0.251219247006182
"3596634_st",-2.13727560594444,6.26006809606667,-4.48307821188065,0.000372822773651023,0.00932732245927473,0.221474095041085
"3644265_st",-2.467686326,10.2600624746,-4.47993677512083,0.000375260132577832,0.00936199515224542,0.215190477652886
"TC02001105.hg.1",2.09103878366667,7.52279483546667,4.47361987459448,0.000380210568255368,0.00944140489615257,0.202552897545265
"PSR19006617.hg.1",-1.67134111716667,6.93156204113333,-4.46009820733999,0.000391032332542337,0.00961533235281842,0.175491315589754
"3155304_st",-1.73639239361111,4.77885360366667,-4.45238041250874,0.000397349376017212,0.00970636302212049,0.160039172011601
"3343123_st",-1.86107234338889,7.6458588922,-4.42639427701549,0.00041939438082075,0.00999221281034517,0.107978999612971
